ID_Vehiculo,Hora_Llegada,Hora_Inicio_Servicio,Hora_Salida,Tiempo_Espera_Fila,Tiempo_Servicio_Real,Tiempo_Total_Sistema
Veh_1,0.42,0.42,1.54,0.0,1.12,1.12
Veh_2,3.49,3.49,8.27,0.0,4.79,4.79
Veh_3,4.74,4.74,8.55,0.0,3.81,3.81
Veh_5,7.21,8.55,14.93,1.33,6.38,7.72
Veh_4,6.06,8.27,15.18,2.21,6.91,9.12
Veh_7,7.95,15.18,19.35,7.23,4.17,11.4
Veh_6,7.79,14.93,19.38,7.14,4.45,11.59
Veh_9,9.66,19.38,22.41,9.72,3.03,12.75
Veh_8,9.54,19.35,22.48,9.81,3.13,12.94
Veh_11,10.77,22.48,25.23,11.71,2.75,14.46
Veh_10,9.88,22.41,26.44,12.54,4.03,16.56
Veh_12,14.12,25.23,28.82,11.1,3.59,14.69
Veh_14,16.24,26.44,30.18,10.2,3.74,13.94
Veh_17,24.48,30.18,33.94,5.7,3.76,9.45
Veh_15,17.46,28.82,34.02,11.35,5.2,16.56
Veh_18,25.52,33.94,37.14,8.41,3.2,11.61
Veh_19,27.92,34.02,39.52,6.1,5.5,11.6
Veh_21,30.64,39.52,42.49,8.88,2.97,11.85
Veh_20,30.53,37.14,43.61,6.61,6.47,13.08
Veh_22,32.35,42.49,44.96,10.15,2.47,12.61
Veh_23,36.93,43.61,49.02,6.68,5.42,12.1
Veh_24,38.24,44.96,49.15,6.72,4.19,10.91
Veh_25,39.45,49.02,54.61,9.57,5.59,15.17
Veh_26,40.45,49.15,56.18,8.7,7.02,15.72
Veh_27,40.55,54.61,56.66,14.06,2.05,16.11
Veh_28,41.53,56.18,58.82,14.65,2.64,17.29
Veh_31,44.65,56.66,59.64,12.01,2.97,14.98
Veh_33,46.73,59.64,63.93,12.9,4.29,17.19
Veh_32,46.22,58.82,64.8,12.59,5.98,18.58
Veh_35,49.25,63.93,66.07,14.67,2.14,16.81
Veh_36,51.27,64.8,67.69,13.53,2.89,16.42
Veh_40,54.97,66.07,68.44,11.09,2.38,13.47
Veh_46,63.12,68.44,69.44,5.33,1.0,6.33
