ID_Vehiculo,Hora_Llegada,Hora_Inicio_Servicio,Hora_Salida,Tiempo_Espera_Fila,Tiempo_Servicio_Real,Tiempo_Total_Sistema
Veh_2,2.96,2.96,7.44,0.0,4.48,4.48
Veh_1,2.84,2.84,9.06,0.0,6.22,6.22
Veh_3,4.2,7.44,13.24,3.25,5.79,9.04
Veh_4,4.58,9.06,15.85,4.48,6.79,11.27
Veh_5,4.78,13.24,20.15,8.46,6.91,15.37
Veh_6,5.29,15.85,21.95,10.56,6.1,16.66
Veh_7,5.56,20.15,24.71,14.59,4.56,19.15
Veh_8,6.56,21.95,26.35,15.39,4.4,19.79
Veh_9,8.08,24.71,31.99,16.63,7.28,23.91
Veh_10,9.7,26.35,33.17,16.65,6.82,23.47
Veh_11,13.67,31.99,37.48,18.32,5.49,23.81
Veh_12,14.91,33.17,37.79,18.26,4.63,22.88
Veh_14,16.51,37.79,42.88,21.28,5.08,26.37
Veh_13,15.86,37.48,46.27,21.62,8.8,30.41
Veh_15,17.41,42.88,47.05,25.47,4.17,29.64
Veh_17,19.15,47.05,50.74,27.9,3.69,31.59
Veh_16,19.02,46.27,53.72,27.26,7.45,34.71
Veh_18,19.75,50.74,54.58,31.0,3.84,34.84
Veh_19,20.16,53.72,56.19,33.56,2.47,36.03
Veh_21,21.96,56.19,59.24,34.23,3.05,37.28
Veh_20,21.62,54.58,61.62,32.96,7.03,40.0
Veh_22,22.38,59.24,64.07,36.86,4.83,41.69
Veh_24,25.81,64.07,68.3,38.25,4.24,42.49
Veh_23,22.45,61.62,68.94,39.17,7.33,46.5
Veh_25,26.03,68.3,74.04,42.28,5.74,48.02
Veh_26,26.59,68.94,74.04,42.35,5.1,47.46
Veh_28,27.61,74.04,78.43,46.43,4.39,50.82
Veh_27,26.74,74.04,79.92,47.3,5.88,53.18
Veh_29,28.21,78.43,82.99,50.22,4.56,54.78
Veh_30,28.26,79.92,83.11,51.66,3.19,54.85
Veh_31,29.84,82.99,87.63,53.15,4.64,57.79
Veh_32,30.55,83.11,88.93,52.56,5.82,58.38
Veh_34,31.0,88.93,91.84,57.93,2.91,60.84
Veh_33,30.61,87.63,93.74,57.01,6.12,63.13
Veh_35,33.98,91.84,95.95,57.86,4.11,61.98
Veh_36,35.07,93.74,98.31,58.68,4.56,63.24
Veh_37,35.85,95.95,100.41,60.1,4.45,64.55
Veh_39,36.62,100.41,103.07,63.79,2.66,66.45
Veh_38,36.22,98.31,105.8,62.09,7.49,69.58
Veh_40,37.16,103.07,107.16,65.91,4.09,70.0
Veh_42,37.52,107.16,110.67,69.64,3.5,73.15
Veh_41,37.49,105.8,113.91,68.31,8.11,76.42
Veh_43,37.6,110.67,116.24,73.07,5.57,78.64
Veh_44,37.7,113.91,116.58,76.21,2.67,78.89
Veh_46,40.77,116.58,120.88,75.82,4.3,80.11
Veh_45,40.38,116.24,122.07,75.86,5.84,81.69
Veh_48,44.74,122.07,128.57,77.34,6.5,83.84
Veh_47,43.31,120.88,129.05,77.57,8.17,85.74
Veh_50,45.4,129.05,133.7,83.65,4.64,88.3
Veh_49,44.91,128.57,134.75,83.67,6.17,89.84
Veh_51,45.94,133.7,139.48,87.76,5.78,93.54
Veh_52,46.62,134.75,141.84,88.12,7.09,95.21
Veh_53,46.84,139.48,144.62,92.64,5.14,97.78
Veh_54,48.15,141.84,146.57,93.69,4.73,98.42
Veh_55,49.85,144.62,148.57,94.76,3.96,98.72
Veh_56,53.63,146.57,153.2,92.94,6.63,99.57
Veh_57,54.18,148.57,153.79,94.39,5.22,99.61
Veh_59,55.29,153.79,157.41,98.5,3.62,102.12
Veh_60,55.53,157.41,159.99,101.87,2.58,104.46
Veh_58,54.59,153.2,160.57,98.6,7.38,105.98
Veh_62,56.6,160.57,163.54,103.97,2.97,106.94
Veh_61,56.12,159.99,165.27,103.87,5.28,109.15
Veh_63,57.02,163.54,169.07,106.52,5.53,112.05
Veh_64,57.44,165.27,172.02,107.83,6.75,114.58
Veh_65,57.62,169.07,173.95,111.45,4.88,116.32
Veh_66,57.96,172.02,178.16,114.06,6.14,120.19
Veh_67,59.5,173.95,179.77,114.44,5.83,120.27
