ID_Vehiculo,Hora_Llegada,Hora_Inicio_Servicio,Hora_Salida,Tiempo_Espera_Fila,Tiempo_Servicio_Real,Tiempo_Total_Sistema
Veh_2,3.72,3.72,7.33,0.0,3.61,3.61
Veh_1,3.66,3.66,7.61,0.0,3.95,3.95
Veh_3,5.46,7.33,11.33,1.87,4.0,5.87
Veh_4,9.08,9.08,15.86,0.0,6.78,6.78
Veh_5,11.8,11.8,18.29,0.0,6.49,6.49
Veh_6,13.31,15.86,20.92,2.55,5.06,7.61
Veh_7,16.72,18.29,23.09,1.57,4.8,6.37
Veh_9,19.0,23.09,27.62,4.09,4.54,8.63
Veh_8,17.51,20.92,28.27,3.41,7.35,10.76
Veh_10,21.36,27.62,31.87,6.27,4.24,10.51
Veh_11,22.02,28.27,32.34,6.26,4.07,10.33
Veh_12,22.2,31.87,35.75,9.67,3.88,13.55
Veh_13,23.18,32.34,36.2,9.16,3.85,13.01
Veh_14,28.6,35.75,42.03,7.15,6.28,13.42
Veh_15,29.8,36.2,45.45,6.4,9.25,15.65
Veh_16,31.83,42.03,46.49,10.2,4.47,14.66
Veh_18,32.68,46.49,48.88,13.81,2.39,16.2
Veh_17,32.53,45.45,50.25,12.92,4.81,17.72
Veh_19,34.47,48.88,52.8,14.41,3.92,18.33
Veh_21,38.56,52.8,57.35,14.24,4.55,18.79
Veh_20,37.06,50.25,57.88,13.19,7.62,20.82
Veh_22,38.86,57.35,64.82,18.49,7.46,25.95
Veh_23,40.87,57.88,65.94,17.01,8.06,25.07
Veh_24,42.54,64.82,68.47,22.27,3.65,25.92
Veh_25,48.86,65.94,72.48,17.08,6.54,23.62
Veh_26,49.55,68.47,74.53,18.92,6.07,24.98
Veh_27,51.96,72.48,75.17,20.52,2.69,23.21
Veh_28,52.0,74.53,82.26,22.54,7.72,30.26
Veh_29,53.08,75.17,82.46,22.09,7.29,29.38
Veh_31,55.9,82.46,87.14,26.55,4.68,31.24
Veh_30,53.54,82.26,89.42,28.72,7.16,35.87
Veh_32,56.52,87.14,91.76,30.63,4.62,35.25
Veh_33,56.78,89.42,94.06,32.64,4.65,37.28
Veh_34,57.11,91.76,96.13,34.65,4.37,39.02
Veh_35,57.3,94.06,98.21,36.76,4.14,40.9
Veh_36,57.33,96.13,102.88,38.8,6.75,45.55
Veh_37,58.46,98.21,103.73,39.74,5.52,45.27
Veh_38,58.8,102.88,108.35,44.09,5.46,49.55
Veh_39,58.81,103.73,109.56,44.92,5.83,50.75
Veh_40,59.27,108.35,114.9,49.07,6.56,55.63
Veh_41,59.67,109.56,116.58,49.9,7.01,56.91
Veh_42,61.53,114.9,121.25,53.37,6.34,59.72
Veh_43,63.09,116.58,122.11,53.49,5.53,59.02
Veh_44,63.5,121.25,126.28,57.75,5.03,62.78
Veh_45,64.84,122.11,131.58,57.27,9.48,66.75
Veh_46,66.43,126.28,132.05,59.84,5.77,65.61
Veh_48,70.53,132.05,136.89,61.52,4.85,66.36
Veh_47,66.79,131.58,139.72,64.79,8.13,72.92
Veh_50,70.8,139.72,141.64,68.92,1.93,70.84
Veh_49,70.69,136.89,142.89,66.21,6.0,72.2
Veh_51,72.04,141.64,147.82,69.6,6.18,75.78
Veh_52,72.73,142.89,147.98,70.16,5.09,75.25
Veh_54,73.73,147.98,153.99,74.25,6.01,80.26
Veh_53,73.25,147.82,154.47,74.58,6.65,81.22
Veh_56,75.16,154.47,158.75,79.31,4.28,83.59
Veh_55,74.69,153.99,161.09,79.31,7.1,86.41
Veh_57,76.9,158.75,163.49,81.85,4.74,86.59
Veh_58,78.33,161.09,167.06,82.76,5.97,88.73
Veh_59,78.84,163.49,168.15,84.65,4.66,89.31
Veh_60,78.91,167.06,173.12,88.15,6.06,94.21
Veh_61,79.48,168.15,173.21,88.67,5.06,93.73
Veh_63,80.68,173.21,177.89,92.53,4.69,97.22
Veh_62,80.07,173.12,179.97,93.04,6.85,99.9
Veh_65,83.77,179.97,184.66,96.2,4.69,100.89
Veh_64,83.24,177.89,185.77,94.65,7.88,102.53
Veh_66,83.83,184.66,187.29,100.83,2.63,103.46
Veh_67,84.71,185.77,192.04,101.06,6.28,107.33
Veh_68,85.05,187.29,194.01,102.24,6.72,108.96
Veh_69,87.54,192.04,195.14,104.5,3.1,107.6
Veh_71,91.66,195.14,199.93,103.48,4.79,108.28
Veh_70,89.6,194.01,200.08,104.41,6.07,110.48
Veh_73,92.37,200.08,205.23,107.71,5.14,112.86
Veh_72,92.16,199.93,207.97,107.77,8.04,115.81
Veh_74,93.85,205.23,209.56,111.38,4.33,115.71
Veh_75,95.78,207.97,212.38,112.19,4.41,116.6
Veh_76,95.86,209.56,213.61,113.69,4.06,117.75
Veh_77,95.9,212.38,218.88,116.48,6.5,122.98
Veh_78,96.42,213.61,221.66,117.2,8.05,125.24
Veh_79,97.72,218.88,225.92,121.16,7.04,128.2
Veh_80,98.46,221.66,226.54,123.21,4.88,128.09
Veh_82,100.34,226.54,229.95,126.2,3.41,129.62
Veh_81,100.32,225.92,231.65,125.6,5.73,131.33
Veh_83,101.24,229.95,235.4,128.71,5.44,134.16
Veh_84,102.52,231.65,237.69,129.13,6.04,135.18
Veh_85,102.76,235.4,240.62,132.63,5.23,137.86
Veh_86,104.18,237.69,244.02,133.51,6.32,139.83
Veh_87,105.61,240.62,248.42,135.01,7.79,142.8
Veh_88,107.31,244.02,250.25,136.71,6.24,142.95
Veh_89,107.34,248.42,252.33,141.08,3.91,144.99
Veh_91,111.71,252.33,256.3,140.62,3.97,144.59
Veh_90,110.11,250.25,257.03,140.14,6.77,146.92
Veh_92,112.76,256.3,257.78,143.54,1.48,145.03
Veh_93,115.51,257.03,263.53,141.52,6.51,148.02
Veh_94,117.02,257.78,263.97,140.76,6.18,146.95
Veh_96,117.8,263.97,268.17,146.17,4.2,150.37
Veh_95,117.46,263.53,269.32,146.07,5.79,151.86
Veh_98,121.32,269.32,272.95,148.01,3.63,151.64
Veh_97,118.69,268.17,273.7,149.48,5.53,155.01
Veh_99,121.39,272.95,276.65,151.57,3.7,155.26
Veh_100,121.51,273.7,280.26,152.19,6.56,158.75
Veh_101,122.12,276.65,280.51,154.53,3.86,158.39
Veh_102,122.81,280.26,284.73,157.46,4.47,161.93
Veh_103,123.46,280.51,287.26,157.05,6.75,163.8
Veh_104,126.45,284.73,289.36,158.28,4.63,162.91
Veh_105,126.65,287.26,292.52,160.61,5.26,165.87
Veh_106,127.72,289.36,292.82,161.65,3.46,165.11
Veh_107,128.09,292.52,296.08,164.43,3.57,168.0
Veh_108,128.24,292.82,296.9,164.58,4.07,168.65
Veh_109,129.19,296.08,301.23,166.9,5.14,172.04
Veh_110,129.47,296.9,301.97,167.43,5.08,172.5
Veh_112,131.68,301.97,306.35,170.3,4.38,174.67
Veh_111,130.55,301.23,308.3,170.68,7.08,177.75
Veh_113,133.62,306.35,310.67,172.73,4.32,177.05
Veh_114,133.81,308.3,314.26,174.5,5.96,180.45
Veh_115,134.2,310.67,317.64,176.47,6.97,183.44
Veh_116,135.73,314.26,318.85,178.53,4.59,183.12
Veh_118,137.72,318.85,324.63,181.13,5.78,186.92
Veh_117,135.75,317.64,326.02,181.89,8.38,190.27
Veh_119,143.0,324.63,329.26,181.63,4.63,186.26
Veh_120,143.07,326.02,330.39,182.94,4.38,187.32
Veh_121,143.62,329.26,333.22,185.64,3.96,189.59
Veh_122,146.25,330.39,334.53,184.14,4.14,188.28
Veh_123,146.7,333.22,338.3,186.52,5.08,191.6
Veh_124,148.11,334.53,340.53,186.42,6.01,192.43
Veh_125,148.51,338.3,341.09,189.79,2.8,192.58
Veh_126,148.77,340.53,343.78,191.76,3.25,195.01
Veh_127,149.17,341.09,345.5,191.92,4.41,196.33
Veh_128,149.73,343.78,349.05,194.05,5.27,199.32
Veh_129,154.08,345.5,351.58,191.42,6.08,197.5
Veh_130,156.49,349.05,353.77,192.56,4.72,197.28
Veh_131,159.44,351.58,357.13,192.14,5.55,197.69
Veh_133,160.84,357.13,361.14,196.28,4.02,200.3
