ID_Vehiculo,Hora_Llegada,Hora_Inicio_Servicio,Hora_Salida,Tiempo_Espera_Fila,Tiempo_Servicio_Real,Tiempo_Total_Sistema
Veh_1,4.55,4.55,8.02,0.0,3.46,3.46
Veh_2,9.7,9.7,12.97,0.0,3.27,3.27
Veh_3,14.89,14.89,19.74,0.0,4.86,4.86
Veh_4,19.93,19.93,23.16,0.0,3.24,3.24
Veh_5,25.45,25.45,30.56,0.0,5.11,5.11
Veh_6,29.72,29.72,33.41,0.0,3.7,3.7
Veh_7,34.47,34.47,36.33,0.0,1.86,1.86
Veh_8,38.99,38.99,41.11,0.0,2.12,2.12
Veh_9,43.69,43.69,49.31,0.0,5.62,5.62
Veh_10,48.94,48.94,54.6,0.0,5.65,5.65
Veh_11,54.38,54.38,57.81,0.0,3.42,3.42
Veh_12,59.2,59.2,62.64,0.0,3.44,3.44
Veh_13,64.99,64.99,68.14,0.0,3.16,3.16
Veh_14,69.66,69.66,74.33,0.0,4.67,4.67
Veh_15,75.62,75.62,79.69,0.0,4.08,4.08
Veh_16,80.78,80.78,88.45,0.0,7.67,7.67
Veh_17,86.4,86.4,90.86,0.0,4.46,4.46
Veh_18,90.72,90.72,95.14,0.0,4.43,4.43
Veh_19,95.85,95.85,99.21,0.0,3.35,3.35
Veh_20,101.06,101.06,104.75,0.0,3.7,3.7
Veh_21,105.06,105.06,110.02,0.0,4.95,4.95
Veh_22,109.17,109.17,113.17,0.0,4.0,4.0
Veh_23,113.8,113.8,116.44,0.0,2.64,2.64
Veh_24,119.21,119.21,126.31,0.0,7.1,7.1
Veh_25,123.76,123.76,126.7,0.0,2.93,2.93
Veh_26,129.64,129.64,135.08,0.0,5.44,5.44
Veh_27,135.01,135.01,139.0,0.0,3.99,3.99
Veh_28,140.05,140.05,144.31,0.0,4.26,4.26
Veh_29,144.55,144.55,148.1,0.0,3.55,3.55
Veh_30,150.54,150.54,154.86,0.0,4.32,4.32
Veh_31,156.2,156.2,160.08,0.0,3.88,3.88
Veh_32,160.24,160.24,164.79,0.0,4.55,4.55
Veh_33,166.04,166.04,172.22,0.0,6.18,6.18
Veh_34,170.74,170.74,176.19,0.0,5.45,5.45
Veh_35,176.55,176.55,179.54,0.0,3.0,3.0
