ID_Vehiculo,Hora_Llegada,Hora_Inicio_Servicio,Hora_Salida,Tiempo_Espera_Fila,Tiempo_Servicio_Real,Tiempo_Total_Sistema
Veh_1,4.51,4.51,9.4,0.0,4.89,4.89
Veh_2,8.26,8.26,15.19,0.0,6.93,6.93
Veh_3,13.03,13.03,16.51,0.0,3.48,3.48
Veh_4,16.26,16.26,23.17,0.0,6.91,6.91
Veh_5,21.04,21.04,24.26,0.0,3.22,3.22
Veh_6,24.68,24.68,28.5,0.0,3.82,3.82
Veh_7,29.09,29.09,34.78,0.0,5.68,5.68
Veh_8,32.83,32.83,37.78,0.0,4.95,4.95
Veh_9,36.34,36.34,40.32,0.0,3.99,3.99
Veh_10,39.86,39.86,44.86,0.0,5.0,5.0
Veh_11,44.4,44.4,49.32,0.0,4.92,4.92
Veh_12,48.32,48.32,50.42,0.0,2.1,2.1
Veh_13,52.36,52.36,59.09,0.0,6.73,6.73
Veh_14,57.33,57.33,62.88,0.0,5.55,5.55
Veh_15,61.59,61.59,64.61,0.0,3.02,3.02
Veh_16,66.47,66.47,72.07,0.0,5.61,5.61
Veh_17,69.84,69.84,73.87,0.0,4.03,4.03
Veh_18,74.71,74.71,76.69,0.0,1.98,1.98
Veh_19,78.14,78.14,84.72,0.0,6.58,6.58
Veh_20,83.1,83.1,86.78,0.0,3.68,3.68
Veh_21,87.03,87.03,91.35,0.0,4.32,4.32
Veh_22,90.51,90.51,94.92,0.0,4.41,4.41
Veh_23,95.35,95.35,100.27,0.0,4.93,4.93
Veh_24,99.05,99.05,100.58,0.0,1.53,1.53
Veh_25,102.06,102.06,106.53,0.0,4.48,4.48
Veh_26,105.23,105.23,107.2,0.0,1.97,1.97
Veh_27,108.4,108.4,112.04,0.0,3.64,3.64
Veh_28,111.63,111.63,115.83,0.0,4.2,4.2
Veh_29,115.41,115.41,119.27,0.0,3.86,3.86
Veh_30,119.55,119.55,122.34,0.0,2.8,2.8
Veh_31,123.99,123.99,127.85,0.0,3.86,3.86
Veh_32,128.15,128.15,131.77,0.0,3.63,3.63
Veh_33,131.97,131.97,134.13,0.0,2.16,2.16
Veh_34,136.34,136.34,138.58,0.0,2.24,2.24
Veh_35,140.9,140.9,143.43,0.0,2.53,2.53
Veh_36,144.25,144.25,148.88,0.0,4.64,4.64
Veh_37,147.67,147.67,154.19,0.0,6.52,6.52
Veh_38,151.03,151.03,156.02,0.0,4.99,4.99
Veh_39,155.68,155.68,159.59,0.0,3.91,3.91
Veh_40,160.16,160.16,166.58,0.0,6.42,6.42
Veh_41,163.85,163.85,168.92,0.0,5.07,5.07
Veh_42,168.2,168.2,170.9,0.0,2.7,2.7
Veh_43,171.77,171.77,176.94,0.0,5.17,5.17
Veh_44,176.64,176.64,179.3,0.0,2.66,2.66
Veh_45,180.51,180.51,182.41,0.0,1.89,1.89
Veh_46,184.8,184.8,190.19,0.0,5.39,5.39
Veh_47,189.5,189.5,194.91,0.0,5.41,5.41
Veh_48,193.52,193.52,197.06,0.0,3.53,3.53
Veh_49,197.07,197.07,200.71,0.0,3.64,3.64
Veh_50,200.39,200.39,205.01,0.0,4.62,4.62
Veh_51,203.4,203.4,207.3,0.0,3.9,3.9
Veh_52,208.34,208.34,210.33,0.0,2.0,2.0
Veh_53,212.85,212.85,215.67,0.0,2.81,2.81
Veh_54,216.61,216.61,221.81,0.0,5.21,5.21
Veh_55,220.5,220.5,222.84,0.0,2.35,2.35
Veh_56,224.62,224.62,228.23,0.0,3.61,3.61
Veh_57,227.71,227.71,229.15,0.0,1.44,1.44
Veh_58,232.47,232.47,237.34,0.0,4.87,4.87
Veh_59,237.14,237.14,240.26,0.0,3.12,3.12
Veh_60,240.95,240.95,245.25,0.0,4.3,4.3
Veh_61,244.7,244.7,248.71,0.0,4.01,4.01
Veh_62,248.29,248.29,250.5,0.0,2.21,2.21
Veh_63,251.45,251.45,255.44,0.0,4.0,4.0
Veh_64,256.14,256.14,260.54,0.0,4.4,4.4
Veh_65,260.97,260.97,266.22,0.0,5.26,5.26
Veh_66,265.57,265.57,270.05,0.0,4.48,4.48
Veh_67,269.13,269.13,272.97,0.0,3.84,3.84
Veh_68,273.57,273.57,277.22,0.0,3.65,3.65
Veh_69,278.54,278.54,283.72,0.0,5.18,5.18
Veh_70,283.53,283.53,287.83,0.0,4.29,4.29
Veh_71,287.29,287.29,289.58,0.0,2.29,2.29
Veh_72,290.74,290.74,296.73,0.0,6.0,6.0
Veh_73,294.64,294.64,299.03,0.0,4.4,4.4
Veh_74,298.47,298.47,302.62,0.0,4.15,4.15
Veh_75,303.02,303.02,306.41,0.0,3.39,3.39
Veh_76,306.56,306.56,309.94,0.0,3.39,3.39
Veh_77,310.18,310.18,315.35,0.0,5.17,5.17
Veh_78,314.1,314.1,319.22,0.0,5.12,5.12
Veh_79,317.56,317.56,322.58,0.0,5.02,5.02
Veh_80,321.26,321.26,324.34,0.0,3.08,3.08
Veh_81,325.01,325.01,327.83,0.0,2.82,2.82
Veh_82,328.83,328.83,332.53,0.0,3.7,3.7
Veh_83,333.43,333.43,337.88,0.0,4.45,4.45
Veh_84,337.38,337.38,342.6,0.0,5.21,5.21
Veh_86,345.96,345.96,349.15,0.0,3.2,3.2
Veh_85,341.32,341.32,349.2,0.0,7.89,7.89
Veh_87,350.4,350.4,353.49,0.0,3.1,3.1
Veh_88,353.48,353.48,358.63,0.0,5.15,5.15
