ID_Vehiculo,Hora_Llegada,Hora_Inicio_Servicio,Hora_Salida,Tiempo_Espera_Fila,Tiempo_Servicio_Real,Tiempo_Total_Sistema
Veh_1,5.3,5.3,10.32,0.0,5.02,5.02
Veh_2,11.04,11.04,14.7,0.0,3.67,3.67
Veh_3,15.69,15.69,21.1,0.0,5.41,5.41
Veh_4,19.8,19.8,24.26,0.0,4.46,4.46
Veh_5,24.54,24.54,28.49,0.0,3.95,3.95
Veh_6,29.46,29.46,34.63,0.0,5.16,5.16
Veh_7,34.24,34.24,40.02,0.0,5.79,5.79
Veh_8,40.01,40.01,42.67,0.0,2.66,2.66
Veh_9,44.35,44.35,49.0,0.0,4.66,4.66
Veh_10,48.42,48.42,53.84,0.0,5.42,5.42
Veh_11,54.15,54.15,59.43,0.0,5.28,5.28
Veh_12,58.85,58.85,60.82,0.0,1.96,1.96
Veh_13,64.36,64.36,66.55,0.0,2.19,2.19
Veh_14,68.79,68.79,69.79,0.0,1.0,1.0
Veh_15,74.34,74.34,76.54,0.0,2.2,2.2
Veh_16,79.65,79.65,86.59,0.0,6.94,6.94
Veh_17,85.21,85.21,90.75,0.0,5.54,5.54
Veh_18,90.96,90.96,95.59,0.0,4.63,4.63
Veh_19,95.56,95.56,98.13,0.0,2.57,2.57
Veh_20,99.74,99.74,103.93,0.0,4.19,4.19
Veh_21,104.0,104.0,106.88,0.0,2.88,2.88
Veh_22,108.17,108.17,109.4,0.0,1.23,1.23
Veh_23,112.61,112.61,114.28,0.0,1.67,1.67
Veh_24,117.12,117.12,119.04,0.0,1.92,1.92
Veh_25,122.66,122.66,128.53,0.0,5.87,5.87
Veh_26,127.05,127.05,130.46,0.0,3.41,3.41
Veh_27,132.45,132.45,135.51,0.0,3.06,3.06
Veh_28,138.18,138.18,141.9,0.0,3.72,3.72
Veh_29,143.34,143.34,149.64,0.0,6.3,6.3
Veh_30,147.43,147.43,151.7,0.0,4.27,4.27
Veh_31,152.35,152.35,155.87,0.0,3.52,3.52
Veh_32,158.07,158.07,163.95,0.0,5.87,5.87
Veh_33,163.64,163.64,166.91,0.0,3.27,3.27
Veh_34,168.89,168.89,173.5,0.0,4.61,4.61
Veh_35,173.7,173.7,180.06,0.0,6.36,6.36
