ID_Vehiculo,Hora_Llegada,Hora_Inicio_Servicio,Hora_Salida,Tiempo_Espera_Fila,Tiempo_Servicio_Real,Tiempo_Total_Sistema
Veh_2,2.01,2.01,3.01,0.0,1.0,1.0
Veh_1,0.07,0.07,5.22,0.0,5.15,5.15
Veh_3,4.22,4.22,8.5,0.0,4.28,4.28
Veh_4,4.25,5.22,9.75,0.97,4.53,5.49
Veh_5,6.15,8.5,14.03,2.34,5.54,7.88
Veh_6,6.51,9.75,14.62,3.23,4.88,8.11
Veh_8,7.94,14.62,16.69,6.68,2.07,8.75
Veh_7,7.84,14.03,17.52,6.19,3.48,9.68
Veh_10,10.23,17.52,21.65,7.29,4.13,11.43
Veh_9,8.47,16.69,21.76,8.22,5.07,13.29
Veh_11,12.28,21.65,25.15,9.37,3.5,12.87
Veh_12,12.54,21.76,25.47,9.22,3.72,12.94
Veh_13,14.53,25.15,27.17,10.62,2.01,12.63
Veh_15,15.91,27.17,29.86,11.25,2.69,13.95
Veh_14,15.25,25.47,32.13,10.22,6.66,16.88
Veh_18,17.45,29.86,33.4,12.41,3.54,15.94
Veh_22,22.63,33.4,35.28,10.77,1.89,12.65
Veh_19,20.18,32.13,35.99,11.95,3.86,15.81
Veh_25,25.58,35.99,39.29,10.41,3.3,13.71
Veh_23,22.77,35.28,41.35,12.51,6.07,18.58
Veh_26,26.06,39.29,43.74,13.23,4.44,17.68
Veh_28,28.39,41.35,45.0,12.97,3.65,16.62
Veh_30,29.87,43.74,46.62,13.86,2.89,16.75
Veh_32,36.1,45.0,47.35,8.91,2.35,11.26
Veh_33,39.93,46.62,51.29,6.7,4.67,11.37
Veh_34,45.28,47.35,51.85,2.07,4.49,6.57
Veh_36,50.47,51.85,54.95,1.38,3.11,4.49
Veh_35,46.14,51.29,56.59,5.15,5.3,10.45
Veh_37,50.7,54.95,61.24,4.25,6.29,10.54
Veh_38,51.96,56.59,62.32,4.63,5.73,10.36
Veh_39,54.42,61.24,65.66,6.82,4.41,11.24
Veh_40,59.69,62.32,67.51,2.64,5.19,7.83
Veh_41,60.06,65.66,70.23,5.6,4.58,10.17
Veh_42,60.64,67.51,71.37,6.87,3.86,10.73
Veh_43,61.51,70.23,73.42,8.72,3.19,11.92
Veh_44,62.41,71.37,74.67,8.96,3.3,12.26
Veh_46,63.85,74.67,76.84,10.82,2.17,12.99
Veh_45,63.65,73.42,77.16,9.78,3.74,13.52
Veh_47,64.14,76.84,80.94,12.7,4.1,16.8
Veh_52,69.31,77.16,83.39,7.85,6.23,14.08
Veh_53,70.68,80.94,83.76,10.26,2.82,13.08
Veh_55,72.23,83.76,87.29,11.53,3.53,15.06
Veh_54,71.97,83.39,88.48,11.41,5.09,16.51
Veh_59,75.33,88.48,90.62,13.16,2.14,15.29
Veh_58,74.19,87.29,91.8,13.1,4.5,17.6
Veh_61,80.71,91.8,95.39,11.09,3.59,14.68
Veh_60,79.2,90.62,96.47,11.42,5.85,17.27
Veh_63,81.38,95.39,99.0,14.01,3.61,17.62
