ID_Vehiculo,Hora_Llegada,Hora_Inicio_Servicio,Hora_Salida,Tiempo_Espera_Fila,Tiempo_Servicio_Real,Tiempo_Total_Sistema
Veh_1,0.02,0.02,4.33,0.0,4.31,4.31
Veh_3,2.42,4.33,7.48,1.91,3.15,5.06
Veh_2,2.27,2.27,8.46,0.0,6.18,6.18
Veh_4,8.71,8.71,10.6,0.0,1.89,1.89
Veh_5,10.82,10.82,16.09,0.0,5.27,5.27
Veh_7,11.44,16.09,17.46,4.65,1.38,6.02
Veh_6,10.89,10.89,17.57,0.0,6.68,6.68
Veh_8,11.46,17.46,21.59,6.01,4.12,10.13
Veh_9,11.83,17.57,22.71,5.74,5.14,10.88
Veh_10,12.68,21.59,28.18,8.91,6.59,15.49
Veh_11,14.27,22.71,28.49,8.44,5.78,14.22
Veh_12,14.8,28.18,31.45,13.38,3.27,16.65
Veh_13,15.81,28.49,32.37,12.68,3.88,16.56
Veh_14,15.9,31.45,34.19,15.55,2.75,18.29
Veh_15,17.76,32.37,35.1,14.61,2.72,17.33
Veh_16,18.09,34.19,37.16,16.1,2.97,19.07
Veh_17,19.53,35.1,38.38,15.57,3.28,18.85
Veh_18,23.64,37.16,41.91,13.53,4.75,18.28
Veh_19,23.64,38.38,44.22,14.74,5.84,20.58
Veh_20,26.42,41.91,44.73,15.5,2.82,18.32
Veh_22,27.14,44.73,47.94,17.59,3.21,20.8
Veh_21,26.9,44.22,49.44,17.31,5.23,22.54
Veh_23,28.23,47.94,52.35,19.71,4.41,24.12
Veh_24,28.6,49.44,54.35,20.85,4.9,25.75
Veh_25,28.8,52.35,54.73,23.55,2.38,25.93
Veh_26,28.93,54.35,58.85,25.42,4.51,29.93
Veh_27,29.97,54.73,59.33,24.76,4.61,29.36
Veh_28,30.17,58.85,63.1,28.68,4.25,32.93
Veh_29,30.39,59.33,64.31,28.94,4.98,33.92
Veh_31,32.63,64.31,67.32,31.68,3.01,34.69
Veh_30,30.67,63.1,67.46,32.43,4.36,36.79
Veh_33,36.61,67.46,70.46,30.85,3.0,33.85
Veh_32,35.09,67.32,70.65,32.23,3.33,35.56
Veh_34,38.0,70.46,73.87,32.45,3.41,35.86
