ID_Vehiculo,Hora_Llegada,Hora_Inicio_Servicio,Hora_Salida,Tiempo_Espera_Fila,Tiempo_Servicio_Real,Tiempo_Total_Sistema
Veh_1,0.35,0.35,3.52,0.0,3.18,3.18
Veh_2,0.4,0.4,5.53,0.0,5.13,5.13
Veh_3,0.55,3.52,7.05,2.97,3.53,6.5
Veh_5,1.92,7.05,9.31,5.13,2.26,7.39
Veh_4,1.66,5.53,9.39,3.87,3.86,7.73
Veh_7,6.24,9.39,12.16,3.16,2.77,5.93
Veh_8,7.02,12.16,14.02,5.14,1.86,6.99
Veh_6,3.24,9.31,14.18,6.07,4.87,10.94
Veh_9,7.11,14.02,18.74,6.91,4.72,11.63
Veh_10,8.75,14.18,19.45,5.43,5.27,10.7
Veh_11,9.87,18.74,21.71,8.86,2.97,11.83
Veh_12,10.19,19.45,23.59,9.26,4.14,13.4
Veh_13,10.89,21.71,25.38,10.82,3.67,14.49
Veh_14,11.94,23.59,28.27,11.65,4.67,16.32
Veh_16,13.69,25.38,29.07,11.69,3.69,15.38
Veh_20,14.72,29.07,31.69,14.35,2.62,16.97
Veh_19,14.43,28.27,33.73,13.84,5.47,19.31
Veh_26,20.53,31.69,34.98,11.16,3.29,14.45
Veh_27,21.42,33.73,36.58,12.31,2.85,15.15
Veh_28,24.2,34.98,38.55,10.78,3.57,14.35
Veh_29,25.51,36.58,41.48,11.07,4.9,15.97
Veh_30,27.89,38.55,42.11,10.66,3.56,14.22
Veh_32,31.58,42.11,43.11,10.53,1.0,11.53
Veh_31,30.8,41.48,46.08,10.68,4.6,15.28
Veh_33,32.05,43.11,46.4,11.06,3.29,14.35
Veh_36,35.52,46.4,49.25,10.88,2.84,13.72
Veh_35,34.07,46.08,50.53,12.02,4.45,16.47
Veh_37,37.13,49.25,54.04,12.12,4.8,16.92
Veh_39,39.51,50.53,54.42,11.03,3.88,14.91
Veh_41,42.15,54.04,56.66,11.89,2.62,14.51
Veh_42,42.34,54.42,60.32,12.07,5.9,17.98
Veh_43,43.33,56.66,62.19,13.33,5.53,18.86
Veh_48,46.29,60.32,64.19,14.03,3.87,17.9
Veh_49,47.28,62.19,65.89,14.91,3.7,18.61
Veh_54,51.28,65.89,66.89,14.62,1.0,15.62
Veh_51,49.48,64.19,69.05,14.71,4.86,19.58
Veh_56,56.42,66.89,71.41,10.47,4.51,14.98
Veh_57,58.21,69.05,74.38,10.85,5.33,16.17
Veh_58,59.54,71.41,76.24,11.87,4.83,16.7
Veh_59,60.73,74.38,80.49,13.65,6.11,19.76
Veh_63,62.51,76.24,81.29,13.72,5.06,18.78
Veh_68,68.24,80.49,81.58,12.26,1.09,13.34
Veh_70,70.98,81.58,84.4,10.6,2.82,13.42
Veh_69,68.33,81.29,86.62,12.97,5.33,18.29
Veh_71,71.88,84.4,88.46,12.52,4.06,16.58
Veh_72,73.06,86.62,90.66,13.56,4.04,17.59
Veh_73,74.67,88.46,91.08,13.79,2.62,16.41
Veh_76,78.11,90.66,95.12,12.54,4.47,17.01
Veh_77,82.42,91.08,96.04,8.66,4.95,13.61
Veh_79,85.52,96.04,99.24,10.52,3.2,13.72
Veh_78,84.7,95.12,100.14,10.42,5.02,15.44
Veh_80,89.1,99.24,102.28,10.14,3.05,13.18
Veh_81,91.29,100.14,105.04,8.85,4.9,13.76
Veh_82,91.46,102.28,106.22,10.82,3.94,14.76
Veh_83,94.2,105.04,107.63,10.85,2.58,13.43
Veh_85,96.19,107.63,109.65,11.44,2.02,13.45
Veh_84,94.6,106.22,111.62,11.62,5.4,17.02
Veh_86,96.49,109.65,114.91,13.15,5.26,18.42
Veh_90,101.89,111.62,116.0,9.73,4.38,14.11
Veh_91,105.8,114.91,118.75,9.11,3.84,12.95
Veh_92,106.7,116.0,119.08,9.3,3.09,12.39
Veh_93,108.41,118.75,121.33,10.34,2.58,12.92
Veh_94,108.43,119.08,125.25,10.65,6.17,16.82
Veh_95,111.78,121.33,125.45,9.55,4.13,13.67
Veh_96,111.96,125.25,128.29,13.29,3.04,16.33
Veh_97,114.24,125.45,130.63,11.22,5.18,16.4
Veh_98,115.18,128.29,130.72,13.11,2.43,15.54
Veh_103,119.48,130.72,134.61,11.23,3.89,15.13
Veh_100,117.4,130.63,135.12,13.23,4.48,17.71
Veh_104,122.24,134.61,137.77,12.38,3.16,15.53
Veh_108,129.07,137.77,139.47,8.7,1.71,10.41
Veh_105,123.36,135.12,140.12,11.75,5.0,16.76
Veh_109,130.97,139.47,140.58,8.51,1.11,9.62
Veh_111,131.85,140.58,141.9,8.73,1.32,10.05
Veh_112,132.74,141.9,144.19,9.16,2.29,11.45
Veh_110,131.16,140.12,144.71,8.96,4.6,13.55
Veh_117,136.66,144.19,148.52,7.53,4.33,11.86
Veh_118,138.26,144.71,150.79,6.46,6.08,12.53
Veh_119,139.64,148.52,154.03,8.88,5.51,14.39
Veh_120,142.79,150.79,155.56,8.0,4.77,12.77
Veh_121,144.93,154.03,157.98,9.1,3.95,13.05
Veh_122,145.04,155.56,159.66,10.52,4.1,14.63
Veh_123,147.11,157.98,161.44,10.87,3.46,14.33
Veh_124,149.55,159.66,164.66,10.12,5.0,15.11
Veh_125,149.65,161.44,166.65,11.79,5.21,17.0
Veh_126,149.67,164.66,167.29,14.98,2.63,17.61
Veh_132,157.76,167.29,169.48,9.53,2.19,11.72
Veh_127,150.91,166.65,169.97,15.74,3.32,19.07
Veh_134,159.95,169.97,173.48,10.02,3.5,13.52
Veh_133,159.13,169.48,173.65,10.34,4.17,14.51
Veh_135,160.14,173.48,177.89,13.33,4.41,17.75
