ID_Vehiculo,Hora_Llegada,Hora_Inicio_Servicio,Hora_Salida,Tiempo_Espera_Fila,Tiempo_Servicio_Real,Tiempo_Total_Sistema
Veh_1,2.07,2.07,8.54,0.0,6.47,6.47
Veh_2,2.6,2.6,9.27,0.0,6.67,6.67
Veh_3,3.2,8.54,12.31,5.34,3.77,9.11
Veh_4,3.24,9.27,14.34,6.02,5.08,11.1
Veh_5,3.93,12.31,16.36,8.39,4.05,12.43
Veh_6,4.08,14.34,16.87,10.26,2.53,12.79
Veh_7,4.45,16.36,21.72,11.91,5.36,17.27
Veh_8,4.95,16.87,23.02,11.92,6.15,18.08
Veh_9,5.86,21.72,25.8,15.85,4.08,19.93
Veh_10,8.79,23.02,27.19,14.23,4.17,18.4
Veh_11,9.57,25.8,30.09,16.23,4.29,20.52
Veh_12,13.61,27.19,30.43,13.59,3.24,16.82
Veh_13,13.76,30.09,32.68,16.32,2.59,18.91
Veh_14,13.77,30.43,36.39,16.66,5.96,22.62
Veh_15,14.11,32.68,36.67,18.57,3.99,22.56
Veh_16,14.73,36.39,41.96,21.65,5.57,27.22
Veh_17,15.33,36.67,42.4,21.34,5.73,27.06
Veh_18,16.72,41.96,45.51,25.24,3.55,28.79
Veh_19,17.1,42.4,47.26,25.3,4.86,30.16
Veh_20,18.0,45.51,48.86,27.51,3.35,30.86
Veh_24,22.27,47.26,51.27,24.99,4.02,29.0
Veh_27,26.09,48.86,53.25,22.76,4.39,27.15
Veh_28,26.64,51.27,55.65,24.63,4.37,29.01
Veh_30,28.31,53.25,57.34,24.94,4.09,29.04
Veh_34,31.91,57.34,60.34,25.43,2.99,28.43
Veh_33,31.4,55.65,60.38,24.25,4.73,28.98
Veh_35,34.88,60.34,63.64,25.45,3.3,28.75
Veh_39,41.61,60.38,63.87,18.77,3.49,22.26
Veh_40,42.94,63.64,68.86,20.7,5.22,25.92
Veh_41,43.5,63.87,70.34,20.38,6.47,26.85
Veh_42,44.34,68.86,73.37,24.52,4.52,29.03
Veh_45,45.71,70.34,74.68,24.63,4.34,28.97
Veh_50,49.05,74.68,78.26,25.64,3.57,29.21
Veh_48,48.56,73.37,78.58,24.82,5.21,30.02
Veh_56,53.71,78.58,82.74,24.87,4.16,29.03
Veh_53,51.44,78.26,83.42,26.82,5.16,31.98
Veh_60,56.21,82.74,85.24,26.53,2.49,29.02
Veh_61,58.3,83.42,85.95,25.12,2.53,27.65
Veh_63,60.34,85.24,88.19,24.9,2.95,27.85
Veh_64,61.38,85.95,92.64,24.56,6.69,31.25
Veh_65,63.68,88.19,93.53,24.51,5.34,29.85
Veh_68,69.39,93.53,95.8,24.14,2.27,26.41
Veh_66,66.45,92.64,97.28,26.18,4.65,30.83
Veh_72,75.47,97.28,98.34,21.82,1.06,22.87
Veh_71,74.91,95.8,99.11,20.89,3.31,24.2
Veh_73,76.59,98.34,101.64,21.75,3.3,25.05
Veh_75,78.72,99.11,106.72,20.39,7.61,28.0
Veh_76,79.49,101.64,108.68,22.15,7.04,29.19
Veh_81,86.0,106.72,109.5,20.73,2.78,23.5
Veh_82,89.1,108.68,111.38,19.58,2.7,22.28
Veh_83,89.6,109.5,111.57,19.9,2.07,21.97
Veh_84,89.76,111.38,112.38,21.62,1.0,22.62
Veh_85,94.41,111.57,115.25,17.16,3.68,20.84
Veh_86,95.25,112.38,117.0,17.13,4.62,21.75
Veh_87,96.65,115.25,122.02,18.6,6.77,25.37
Veh_88,97.1,117.0,122.45,19.9,5.45,25.35
Veh_89,97.92,122.02,125.18,24.1,3.16,27.26
Veh_90,98.84,122.45,125.68,23.61,3.23,26.84
Veh_94,101.76,125.68,126.68,23.92,1.0,24.92
Veh_92,101.42,125.18,129.12,23.76,3.94,27.7
Veh_103,108.79,129.12,131.92,20.32,2.81,23.13
Veh_99,106.72,126.68,132.06,19.96,5.38,25.33
Veh_106,111.87,132.06,136.01,20.19,3.96,24.15
Veh_104,110.92,131.92,138.43,21.0,6.51,27.51
Veh_107,112.1,136.01,139.09,23.91,3.08,26.99
Veh_108,112.77,138.43,141.47,25.65,3.04,28.69
Veh_113,115.81,139.09,143.56,23.28,4.47,27.75
Veh_116,119.47,141.47,144.96,22.0,3.49,25.49
Veh_120,123.24,143.56,146.12,20.32,2.56,22.88
Veh_123,126.02,146.12,149.28,20.1,3.16,23.26
Veh_121,123.83,144.96,149.65,21.13,4.69,25.82
Veh_125,128.77,149.65,153.3,20.87,3.65,24.53
Veh_124,126.89,149.28,153.78,22.4,4.49,26.89
Veh_126,129.62,153.3,158.07,23.68,4.77,28.45
Veh_128,133.64,153.78,158.65,20.13,4.87,25.0
Veh_129,134.91,158.07,161.45,23.16,3.38,26.53
Veh_132,136.39,158.65,162.56,22.26,3.92,26.18
Veh_134,139.18,161.45,168.36,22.27,6.91,29.18
Veh_135,139.31,162.56,168.45,23.26,5.89,29.15
Veh_142,143.86,168.45,170.59,24.6,2.14,26.74
Veh_141,142.67,168.36,174.39,25.69,6.03,31.72
Veh_146,145.08,170.59,174.51,25.51,3.91,29.43
Veh_149,151.43,174.51,178.49,23.07,3.98,27.06
Veh_147,147.48,174.39,178.82,26.91,4.43,31.34
Veh_151,154.66,178.82,182.68,24.16,3.86,28.02
Veh_150,153.17,178.49,184.25,25.32,5.76,31.09
Veh_152,155.93,182.68,186.24,26.75,3.56,30.31
Veh_156,158.79,184.25,187.62,25.46,3.37,28.82
Veh_157,159.71,186.24,190.86,26.53,4.62,31.15
Veh_160,161.53,187.62,191.9,26.09,4.28,30.37
Veh_162,164.87,190.86,193.64,25.99,2.78,28.77
Veh_163,168.91,191.9,194.88,22.99,2.98,25.97
Veh_164,171.81,193.64,197.31,21.82,3.67,25.49
Veh_165,175.48,194.88,197.95,19.4,3.06,22.47
Veh_166,176.53,197.31,199.2,20.77,1.89,22.67
Veh_167,181.24,197.95,203.56,16.71,5.62,22.33
Veh_168,181.99,199.2,204.52,17.21,5.32,22.53
Veh_169,182.07,203.56,207.77,21.49,4.21,25.7
Veh_171,186.88,207.77,210.39,20.89,2.62,23.5
Veh_170,183.56,204.52,210.62,20.96,6.1,27.06
Veh_172,187.33,210.39,213.55,23.06,3.16,26.22
Veh_173,188.56,210.62,215.94,22.06,5.32,27.38
Veh_175,194.46,213.55,219.65,19.09,6.1,25.19
Veh_176,194.95,215.94,219.92,20.99,3.97,24.96
Veh_177,196.94,219.65,221.58,22.71,1.92,24.63
Veh_178,197.14,219.92,223.33,22.78,3.42,26.2
Veh_179,199.0,221.58,224.67,22.57,3.09,25.66
Veh_180,199.5,223.33,228.12,23.83,4.79,28.62
Veh_181,200.79,224.67,228.69,23.87,4.02,27.89
Veh_185,205.01,228.69,231.06,23.68,2.38,26.05
Veh_183,204.3,228.12,232.38,23.83,4.26,28.08
Veh_187,208.84,231.06,234.77,22.23,3.7,25.93
Veh_189,210.55,232.38,235.59,21.83,3.21,25.04
Veh_190,211.09,234.77,239.54,23.68,4.77,28.45
Veh_192,214.65,235.59,241.42,20.94,5.83,26.77
Veh_193,217.91,239.54,242.54,21.63,3.0,24.63
Veh_195,220.37,241.42,244.45,21.04,3.04,24.08
Veh_196,223.2,242.54,245.53,19.34,2.99,22.34
Veh_197,229.33,244.45,245.79,15.13,1.33,16.46
Veh_198,232.7,245.53,249.38,12.83,3.85,16.68
Veh_199,232.92,245.79,249.83,12.87,4.04,16.91
Veh_200,233.28,249.38,252.79,16.1,3.42,19.51
Veh_201,234.72,249.83,254.47,15.11,4.64,19.75
Veh_202,236.04,252.79,257.38,16.75,4.58,21.34
Veh_203,236.25,254.47,257.56,18.22,3.09,21.31
Veh_205,238.32,257.56,260.79,19.24,3.23,22.47
Veh_206,239.74,260.79,263.54,21.05,2.75,23.8
Veh_204,238.24,257.38,264.14,19.13,6.76,25.9
Veh_207,242.49,263.54,265.53,21.06,1.98,23.04
Veh_208,245.8,264.14,265.74,18.34,1.61,19.95
Veh_210,246.64,265.74,268.91,19.1,3.16,22.26
Veh_209,246.26,265.53,271.71,19.27,6.18,25.45
Veh_211,248.25,268.91,273.45,20.66,4.54,25.2
Veh_213,250.13,271.71,273.46,21.58,1.75,23.33
Veh_216,253.61,273.46,277.09,19.85,3.63,23.48
Veh_214,251.88,273.45,277.96,21.57,4.51,26.08
Veh_218,254.76,277.09,280.96,22.33,3.86,26.2
Veh_220,257.97,277.96,281.85,19.99,3.89,23.88
Veh_221,263.13,280.96,286.31,17.83,5.35,23.18
Veh_222,263.24,281.85,287.32,18.62,5.47,24.08
Veh_223,263.91,286.31,291.78,22.39,5.48,27.87
Veh_225,264.54,287.32,291.99,22.78,4.66,27.45
Veh_226,269.15,291.78,295.38,22.63,3.6,26.23
Veh_227,270.27,291.99,296.32,21.72,4.34,26.06
Veh_228,271.31,295.38,299.39,24.07,4.01,28.09
Veh_229,272.44,296.32,301.77,23.89,5.45,29.33
Veh_231,274.8,299.39,303.73,24.59,4.33,28.93
Veh_232,275.54,301.77,305.68,26.23,3.9,30.14
Veh_234,277.51,303.73,307.95,26.22,4.22,30.44
Veh_236,281.71,305.68,310.15,23.97,4.47,28.44
Veh_237,282.32,307.95,310.54,25.64,2.58,28.22
Veh_238,284.36,310.15,313.3,25.78,3.16,28.94
Veh_241,286.66,310.54,316.24,23.88,5.7,29.58
Veh_242,288.36,313.3,318.37,24.95,5.07,30.01
Veh_248,292.54,316.24,320.47,23.69,4.23,27.92
Veh_249,293.69,318.37,322.53,24.68,4.16,28.84
Veh_255,296.52,320.47,323.44,23.95,2.98,26.93
Veh_261,300.63,323.44,325.12,22.81,1.68,24.49
Veh_256,297.4,322.53,326.7,25.13,4.17,29.3
Veh_266,304.6,326.7,329.8,22.1,3.09,25.2
Veh_263,301.93,325.12,329.91,23.19,4.78,27.97
Veh_271,308.25,329.91,334.26,21.66,4.35,26.01
Veh_268,306.23,329.8,334.4,23.57,4.6,28.17
Veh_274,312.03,334.26,335.3,22.23,1.04,23.27
Veh_275,312.87,334.4,338.1,21.53,3.7,25.22
Veh_277,314.91,335.3,341.44,20.39,6.14,26.53
