ID_Vehiculo,Hora_Llegada,Hora_Inicio_Servicio,Hora_Salida,Tiempo_Espera_Fila,Tiempo_Servicio_Real,Tiempo_Total_Sistema
Veh_1,5.12,5.12,8.59,0.0,3.46,3.46
Veh_2,9.42,9.42,13.37,0.0,3.95,3.95
Veh_3,13.92,13.92,16.33,0.0,2.42,2.42
Veh_4,18.81,18.81,21.69,0.0,2.88,2.88
Veh_5,24.54,24.54,29.92,0.0,5.37,5.37
Veh_6,29.26,29.26,34.7,0.0,5.44,5.44
Veh_7,34.56,34.56,40.26,0.0,5.7,5.7
Veh_8,40.11,40.11,41.23,0.0,1.12,1.12
Veh_9,45.62,45.62,47.78,0.0,2.16,2.16
Veh_10,50.5,50.5,55.67,0.0,5.18,5.18
Veh_11,55.97,55.97,59.01,0.0,3.04,3.04
Veh_12,61.37,61.37,66.96,0.0,5.59,5.59
Veh_13,65.38,65.38,71.37,0.0,5.99,5.99
Veh_14,70.54,70.54,73.69,0.0,3.16,3.16
Veh_15,75.13,75.13,79.74,0.0,4.62,4.62
Veh_16,80.33,80.33,83.64,0.0,3.32,3.32
Veh_17,85.7,85.7,91.35,0.0,5.64,5.64
Veh_18,89.93,89.93,95.46,0.0,5.53,5.53
Veh_19,95.68,95.68,99.96,0.0,4.28,4.28
Veh_20,101.12,101.12,104.79,0.0,3.67,3.67
Veh_21,107.12,107.12,112.42,0.0,5.3,5.3
Veh_22,111.58,111.58,117.71,0.0,6.13,6.13
Veh_23,116.1,116.1,119.6,0.0,3.49,3.49
Veh_24,121.62,121.62,123.68,0.0,2.06,2.06
Veh_25,126.33,126.33,129.05,0.0,2.72,2.72
Veh_26,131.56,131.56,134.44,0.0,2.88,2.88
Veh_27,135.93,135.93,137.55,0.0,1.62,1.62
Veh_28,141.65,141.65,144.61,0.0,2.96,2.96
Veh_29,147.46,147.46,149.79,0.0,2.33,2.33
Veh_30,152.6,152.6,160.36,0.0,7.77,7.77
Veh_31,157.23,157.23,162.13,0.0,4.89,4.89
Veh_32,163.17,163.17,166.58,0.0,3.41,3.41
Veh_33,168.34,168.34,171.94,0.0,3.6,3.6
Veh_34,173.9,173.9,177.67,0.0,3.76,3.76
