ID_Vehiculo,Hora_Llegada,Hora_Inicio_Servicio,Hora_Salida,Tiempo_Espera_Fila,Tiempo_Servicio_Real,Tiempo_Total_Sistema
Veh_1,1.94,1.94,5.75,0.0,3.81,3.81
Veh_2,1.98,1.98,5.78,0.0,3.8,3.8
Veh_3,2.19,5.75,9.89,3.56,4.14,7.7
Veh_4,3.85,5.78,11.13,1.93,5.35,7.28
Veh_5,6.15,9.89,14.43,3.74,4.54,8.28
Veh_6,9.13,11.13,18.24,2.0,7.11,9.11
Veh_7,13.26,14.43,22.29,1.17,7.86,9.02
Veh_8,13.69,18.24,24.9,4.55,6.66,11.21
Veh_9,13.85,22.29,29.87,8.44,7.59,16.02
Veh_10,13.86,24.9,30.86,11.04,5.96,17.0
Veh_11,14.87,29.87,34.79,15.0,4.92,19.92
Veh_12,14.97,30.86,36.76,15.9,5.9,21.79
Veh_13,15.34,34.79,41.33,19.45,6.54,25.99
Veh_14,18.01,36.76,41.61,18.74,4.85,23.59
Veh_15,18.25,41.33,44.25,23.08,2.92,26.0
Veh_16,19.6,41.61,47.49,22.0,5.88,27.89
Veh_17,20.4,44.25,48.92,23.85,4.67,28.52
Veh_18,21.49,47.49,52.01,26.0,4.52,30.52
Veh_19,21.53,48.92,56.06,27.39,7.14,34.53
Veh_20,23.65,52.01,56.88,28.36,4.87,33.23
Veh_21,27.02,56.06,59.18,29.04,3.12,32.16
Veh_22,28.35,56.88,61.22,28.54,4.33,32.87
Veh_23,28.4,59.18,63.59,30.77,4.41,35.18
Veh_24,29.83,61.22,64.99,31.39,3.78,35.16
Veh_25,30.66,63.59,65.54,32.93,1.95,34.88
Veh_26,33.51,64.99,66.93,31.49,1.94,33.43
Veh_27,33.77,65.54,71.25,31.77,5.71,37.47
Veh_28,36.47,66.93,74.18,30.47,7.25,37.72
Veh_29,39.88,71.25,76.08,31.37,4.83,36.2
Veh_30,40.23,74.18,82.52,33.95,8.34,42.29
Veh_31,40.38,76.08,83.35,35.7,7.27,42.97
Veh_33,41.64,83.35,86.37,41.7,3.03,44.73
Veh_32,40.94,82.52,87.4,41.58,4.88,46.46
Veh_34,41.68,86.37,92.02,44.7,5.65,50.35
Veh_35,42.22,87.4,93.61,45.18,6.2,51.39
Veh_36,42.95,92.02,95.78,49.07,3.76,52.83
Veh_37,42.96,93.61,99.26,50.64,5.65,56.29
Veh_38,43.56,95.78,99.86,52.22,4.08,56.3
Veh_39,44.82,99.26,104.66,54.43,5.41,59.84
Veh_40,46.49,99.86,106.13,53.37,6.27,59.65
Veh_41,46.5,104.66,108.72,58.16,4.06,62.22
Veh_42,46.75,106.13,111.73,59.38,5.6,64.98
Veh_43,47.63,108.72,115.62,61.09,6.9,67.99
Veh_44,47.73,111.73,116.74,64.0,5.01,69.02
Veh_45,48.59,115.62,118.37,67.03,2.75,69.78
Veh_46,48.66,116.74,123.28,68.09,6.54,74.62
Veh_47,49.74,118.37,123.35,68.64,4.98,73.62
Veh_49,51.56,123.35,127.54,71.8,4.19,75.98
Veh_48,51.18,123.28,129.2,72.1,5.92,78.02
Veh_50,52.77,127.54,132.12,74.77,4.58,79.35
Veh_51,55.17,129.2,135.48,74.03,6.28,80.31
Veh_52,56.72,132.12,139.83,75.4,7.71,83.11
Veh_53,56.95,135.48,140.85,78.52,5.38,83.9
Veh_54,59.39,139.83,146.42,80.44,6.59,87.03
Veh_55,59.53,140.85,148.64,81.33,7.78,89.11
Veh_56,61.31,146.42,150.14,85.1,3.72,88.82
Veh_57,61.41,148.64,153.42,87.23,4.78,92.01
Veh_58,61.47,150.14,154.0,88.66,3.87,92.53
Veh_59,62.04,153.42,159.05,91.38,5.62,97.01
Veh_60,64.81,154.0,159.47,89.2,5.46,94.66
Veh_61,67.02,159.05,160.16,92.02,1.12,93.14
Veh_62,67.04,159.47,162.16,92.43,2.69,95.11
Veh_63,67.25,160.16,166.72,92.91,6.55,99.46
Veh_64,67.43,162.16,166.83,94.72,4.68,99.4
Veh_65,68.14,166.72,170.93,98.58,4.21,102.79
Veh_66,70.6,166.83,174.22,96.23,7.39,103.62
Veh_67,71.34,170.93,174.6,99.59,3.67,103.26
Veh_69,73.65,174.6,176.23,100.94,1.64,102.58
Veh_68,73.46,174.22,179.14,100.76,4.92,105.68
