ID_Vehiculo,Hora_Llegada,Hora_Inicio_Servicio,Hora_Salida,Tiempo_Espera_Fila,Tiempo_Servicio_Real,Tiempo_Total_Sistema
Veh_1,2.84,2.84,8.14,0.0,5.3,5.3
Veh_2,6.35,6.35,10.29,0.0,3.95,3.95
Veh_3,8.61,8.61,13.06,0.0,4.45,4.45
Veh_4,11.35,11.35,16.91,0.0,5.56,5.56
Veh_5,14.43,14.43,20.74,0.0,6.31,6.31
Veh_6,16.53,16.91,21.53,0.38,4.62,5.0
Veh_7,20.3,20.74,23.75,0.44,3.01,3.46
Veh_8,23.16,23.16,27.44,0.0,4.27,4.27
Veh_9,25.54,25.54,29.89,0.0,4.36,4.36
Veh_10,27.7,27.7,32.49,0.0,4.79,4.79
Veh_11,31.24,31.24,36.28,0.0,5.04,5.04
Veh_13,36.36,36.36,38.95,0.0,2.59,2.59
Veh_12,34.01,34.01,40.31,0.0,6.3,6.3
Veh_14,40.04,40.04,44.88,0.0,4.84,4.84
Veh_15,42.07,42.07,46.47,0.0,4.4,4.4
Veh_16,44.55,44.88,49.63,0.33,4.75,5.08
Veh_17,47.11,47.11,51.78,0.0,4.66,4.66
Veh_18,49.83,49.83,53.97,0.0,4.14,4.14
Veh_19,53.7,53.7,58.06,0.0,4.36,4.36
Veh_20,57.28,57.28,61.74,0.0,4.47,4.47
Veh_21,60.48,60.48,64.14,0.0,3.66,3.66
Veh_22,64.35,64.35,69.85,0.0,5.49,5.49
Veh_23,67.16,67.16,71.64,0.0,4.47,4.47
Veh_24,69.23,69.85,73.85,0.61,4.0,4.62
Veh_25,72.55,72.55,77.73,0.0,5.19,5.19
Veh_26,76.18,76.18,80.79,0.0,4.62,4.62
Veh_27,80.05,80.05,81.09,0.0,1.04,1.04
Veh_28,82.88,82.88,86.61,0.0,3.73,3.73
Veh_29,85.06,85.06,87.52,0.0,2.46,2.46
Veh_30,88.76,88.76,95.2,0.0,6.44,6.44
Veh_31,91.03,91.03,95.93,0.0,4.89,4.89
Veh_32,93.88,95.2,98.85,1.32,3.66,4.98
Veh_33,96.93,96.93,99.59,0.0,2.66,2.66
Veh_34,100.13,100.13,101.87,0.0,1.74,1.74
Veh_35,103.9,103.9,107.25,0.0,3.36,3.36
Veh_36,107.39,107.39,111.44,0.0,4.04,4.04
Veh_37,110.29,110.29,112.79,0.0,2.5,2.5
Veh_38,113.7,113.7,116.37,0.0,2.67,2.67
Veh_39,117.19,117.19,123.65,0.0,6.46,6.46
Veh_40,120.22,120.22,125.7,0.0,5.48,5.48
Veh_41,123.4,123.65,129.24,0.26,5.59,5.84
Veh_42,126.8,126.8,130.87,0.0,4.07,4.07
Veh_43,129.06,129.24,133.21,0.19,3.96,4.15
Veh_44,131.58,131.58,135.58,0.0,4.0,4.0
Veh_45,135.0,135.0,139.36,0.0,4.36,4.36
Veh_46,138.57,138.57,141.99,0.0,3.42,3.42
Veh_47,140.86,140.86,146.4,0.0,5.54,5.54
Veh_48,144.79,144.79,146.99,0.0,2.19,2.19
Veh_49,146.86,146.86,151.14,0.0,4.28,4.28
Veh_50,149.16,149.16,154.15,0.0,4.99,4.99
Veh_51,152.97,152.97,156.66,0.0,3.69,3.69
Veh_52,156.14,156.14,159.66,0.0,3.52,3.52
Veh_53,159.88,159.88,164.04,0.0,4.16,4.16
Veh_54,163.52,163.52,165.83,0.0,2.31,2.31
