ID_Vehiculo,Hora_Llegada,Hora_Inicio_Servicio,Hora_Salida,Tiempo_Espera_Fila,Tiempo_Servicio_Real,Tiempo_Total_Sistema
Veh_1,0.14,0.14,1.89,0.0,1.75,1.75
Veh_2,0.2,0.2,2.21,0.0,2.01,2.01
Veh_3,1.33,1.89,4.98,0.57,3.09,3.65
Veh_5,4.04,4.98,9.08,0.94,4.1,5.04
Veh_4,3.93,3.93,9.16,0.0,5.23,5.23
Veh_7,4.82,9.16,13.33,4.33,4.18,8.51
Veh_6,4.72,9.08,16.23,4.37,7.15,11.51
Veh_8,5.32,13.33,17.44,8.01,4.11,12.12
Veh_9,7.57,16.23,20.06,8.66,3.83,12.5
Veh_10,9.6,17.44,22.55,7.84,5.11,12.96
Veh_11,9.99,20.06,24.17,10.08,4.11,14.19
Veh_12,10.34,22.55,25.28,12.22,2.73,14.95
Veh_13,11.8,24.17,27.92,12.38,3.75,16.12
Veh_14,13.48,25.28,29.92,11.8,4.63,16.44
Veh_15,13.79,27.92,33.87,14.13,5.95,20.08
Veh_18,18.24,29.92,35.94,11.68,6.03,17.7
Veh_19,18.56,33.87,38.33,15.31,4.46,19.77
Veh_20,21.08,35.94,40.23,14.86,4.29,19.15
Veh_24,23.3,38.33,41.55,15.03,3.22,18.25
Veh_26,24.35,40.23,44.73,15.88,4.5,20.38
Veh_27,27.88,41.55,46.77,13.66,5.23,18.89
Veh_28,30.41,44.73,49.61,14.32,4.88,19.2
Veh_29,32.21,46.77,52.25,14.56,5.48,20.04
Veh_34,36.15,52.25,55.11,16.1,2.85,18.95
Veh_31,34.63,49.61,55.38,14.98,5.77,20.75
Veh_38,39.47,55.11,59.21,15.64,4.11,19.74
Veh_39,42.72,55.38,60.22,12.66,4.85,17.5
Veh_40,45.58,59.21,64.84,13.63,5.63,19.26
Veh_41,46.46,60.22,65.5,13.76,5.28,19.04
Veh_42,47.6,64.84,66.77,17.24,1.93,19.17
Veh_49,54.17,66.77,69.7,12.6,2.92,15.53
Veh_48,49.74,65.5,71.09,15.76,5.59,21.35
Veh_50,55.73,69.7,73.64,13.97,3.94,17.92
Veh_51,55.89,71.09,76.44,15.2,5.35,20.55
Veh_64,59.68,73.64,76.68,13.96,3.03,16.99
Veh_66,60.5,76.44,81.24,15.95,4.8,20.74
Veh_69,65.1,76.68,81.61,11.58,4.94,16.51
Veh_70,66.75,81.24,84.7,14.5,3.46,17.96
Veh_71,68.93,81.61,87.62,12.68,6.0,18.68
Veh_72,70.47,84.7,89.21,14.23,4.5,18.73
Veh_74,71.73,87.62,92.11,15.89,4.49,20.37
Veh_79,76.11,89.21,94.21,13.1,5.0,18.1
Veh_80,78.0,92.11,95.27,14.11,3.17,17.27
Veh_81,78.17,94.21,96.71,16.04,2.5,18.54
Veh_83,81.55,95.27,98.71,13.73,3.44,17.16
Veh_84,83.71,96.71,101.12,13.0,4.41,17.41
Veh_85,86.13,98.71,101.57,12.58,2.86,15.44
Veh_89,92.05,101.57,104.87,9.52,3.3,12.82
Veh_87,87.96,101.12,105.04,13.16,3.92,17.08
Veh_90,94.29,104.87,111.02,10.57,6.15,16.73
Veh_91,94.41,105.04,112.04,10.63,7.0,17.62
Veh_92,99.06,111.02,113.43,11.96,2.4,14.37
Veh_93,99.14,112.04,116.19,12.9,4.15,17.05
Veh_94,99.71,113.43,119.39,13.71,5.96,19.68
Veh_96,105.47,116.19,119.41,10.72,3.22,13.94
Veh_97,107.51,119.39,122.77,11.88,3.38,15.26
Veh_98,108.39,119.41,123.23,11.02,3.82,14.84
Veh_99,108.58,122.77,125.31,14.19,2.54,16.73
Veh_102,114.03,123.23,127.79,9.2,4.56,13.76
Veh_103,114.45,125.31,128.68,10.86,3.37,14.23
Veh_104,114.67,127.79,131.35,13.11,3.56,16.68
Veh_109,119.92,131.35,132.35,11.43,1.0,12.43
Veh_108,117.77,128.68,132.97,10.91,4.29,15.2
Veh_110,120.23,132.35,135.06,12.12,2.71,14.84
Veh_115,124.13,135.06,138.11,10.93,3.05,13.98
Veh_114,123.35,132.97,140.0,9.62,7.03,16.65
Veh_117,126.07,138.11,141.97,12.04,3.86,15.9
Veh_121,128.73,140.0,144.68,11.27,4.68,15.95
Veh_122,132.51,141.97,147.08,9.46,5.11,14.57
Veh_123,136.36,144.68,147.36,8.32,2.67,11.0
Veh_125,138.12,147.36,148.36,9.24,1.0,10.24
Veh_124,136.81,147.08,149.99,10.27,2.91,13.18
Veh_126,138.63,148.36,155.24,9.73,6.88,16.61
Veh_128,140.73,155.24,157.67,14.51,2.43,16.94
Veh_127,139.51,149.99,157.77,10.48,7.78,18.25
Veh_134,146.29,157.77,159.51,11.47,1.74,13.22
Veh_131,142.07,157.67,162.65,15.59,4.99,20.58
Veh_135,147.18,159.51,163.32,12.33,3.81,16.15
Veh_137,149.6,163.32,168.15,13.72,4.83,18.55
Veh_136,148.77,162.65,169.82,13.89,7.17,21.06
Veh_140,151.93,168.15,171.8,16.23,3.64,19.87
Veh_147,159.82,171.8,173.7,11.97,1.91,13.88
Veh_145,155.8,169.82,174.27,14.02,4.45,18.47
Veh_149,163.98,174.27,179.0,10.29,4.73,15.02
Veh_148,160.21,173.7,179.63,13.5,5.92,19.42
