ID_Vehiculo,Hora_Llegada,Hora_Inicio_Servicio,Hora_Salida,Tiempo_Espera_Fila,Tiempo_Servicio_Real,Tiempo_Total_Sistema
Veh_1,1.85,1.85,6.46,0.0,4.61,4.61
Veh_2,4.64,4.64,7.33,0.0,2.69,2.69
Veh_4,6.55,7.33,10.05,0.78,2.72,3.5
Veh_3,4.76,6.46,10.75,1.7,4.3,5.99
Veh_5,6.91,10.05,11.93,3.14,1.88,5.02
Veh_6,7.25,10.75,13.43,3.51,2.67,6.18
Veh_7,8.75,11.93,13.49,3.18,1.56,4.74
Veh_9,11.35,13.49,16.03,2.14,2.54,4.68
Veh_8,8.97,13.43,18.82,4.45,5.39,9.85
Veh_10,16.05,16.05,19.86,0.0,3.81,3.81
Veh_11,19.23,19.23,22.33,0.0,3.1,3.1
Veh_12,20.41,20.41,25.99,0.0,5.58,5.58
Veh_13,20.9,22.33,26.82,1.43,4.49,5.92
Veh_14,21.78,25.99,28.71,4.21,2.72,6.93
Veh_16,23.14,28.71,31.33,5.56,2.62,8.18
Veh_15,22.86,26.82,32.76,3.96,5.94,9.9
Veh_17,24.52,31.33,35.41,6.81,4.08,10.89
Veh_18,25.14,32.76,38.22,7.62,5.46,13.08
Veh_19,27.58,35.41,38.76,7.83,3.35,11.18
Veh_20,28.85,38.22,40.32,9.38,2.09,11.47
Veh_21,29.65,38.76,40.32,9.11,1.56,10.67
Veh_22,30.42,40.32,44.77,9.89,4.45,14.34
Veh_23,31.62,40.32,45.7,8.7,5.38,14.08
Veh_24,32.19,44.77,47.2,12.58,2.43,15.01
Veh_26,34.98,45.7,48.86,10.72,3.16,13.88
Veh_28,39.95,48.86,51.33,8.91,2.48,11.39
Veh_27,37.15,47.2,52.02,10.05,4.82,14.87
Veh_29,41.97,51.33,55.91,9.36,4.58,13.94
Veh_30,42.06,52.02,58.23,9.96,6.21,16.17
Veh_31,42.08,55.91,61.66,13.83,5.74,19.58
Veh_39,47.42,61.66,63.91,14.24,2.25,16.49
Veh_37,45.23,58.23,64.12,13.0,5.88,18.89
Veh_41,53.85,64.12,67.32,10.27,3.21,13.48
Veh_40,49.73,63.91,68.34,14.18,4.43,18.61
Veh_42,55.07,67.32,70.73,12.26,3.4,15.66
Veh_43,56.02,68.34,72.51,12.32,4.16,16.48
Veh_45,59.31,72.51,77.68,13.2,5.17,18.37
Veh_44,58.56,70.73,78.38,12.17,7.66,19.82
Veh_46,64.68,77.68,80.83,12.99,3.15,16.15
Veh_47,66.65,78.38,81.23,11.74,2.85,14.58
Veh_48,67.99,80.83,85.13,12.83,4.31,17.14
Veh_49,68.08,81.23,85.72,13.15,4.49,17.64
Veh_50,69.35,85.13,88.17,15.78,3.03,18.81
Veh_52,70.8,85.72,90.29,14.93,4.57,19.5
Veh_63,77.82,90.29,91.29,12.47,1.0,13.47
Veh_55,72.99,88.17,92.94,15.18,4.78,19.95
Veh_65,79.3,91.29,94.69,11.99,3.4,15.39
Veh_67,83.1,94.69,98.83,11.59,4.14,15.73
Veh_66,83.09,92.94,99.22,9.85,6.27,16.12
Veh_71,89.63,99.22,103.79,9.58,4.57,14.16
Veh_70,87.62,98.83,105.93,11.21,7.1,18.31
Veh_72,90.47,103.79,108.57,13.31,4.78,18.1
Veh_73,93.6,105.93,108.73,12.33,2.8,15.13
Veh_75,95.57,108.73,111.64,13.16,2.9,16.06
Veh_74,93.79,108.57,112.42,14.78,3.84,18.62
Veh_78,99.09,112.42,115.03,13.32,2.61,15.94
Veh_76,96.58,111.64,117.51,15.05,5.87,20.93
Veh_83,104.52,117.51,120.17,12.99,2.66,15.65
Veh_79,100.88,115.03,120.48,14.15,5.45,19.6
Veh_86,111.54,120.48,123.57,8.94,3.09,12.03
Veh_85,109.47,120.17,124.78,10.7,4.61,15.32
Veh_88,118.21,124.78,127.03,6.57,2.24,8.82
Veh_87,112.45,123.57,128.62,11.11,5.05,16.16
Veh_89,119.04,127.03,132.44,7.99,5.41,13.4
Veh_90,119.89,128.62,133.25,8.73,4.63,13.36
Veh_91,120.77,132.44,135.04,11.67,2.61,14.27
Veh_92,125.1,133.25,137.85,8.15,4.6,12.75
Veh_93,125.88,135.04,140.58,9.16,5.53,14.7
Veh_95,125.92,140.58,142.64,14.66,2.06,16.72
Veh_94,125.91,137.85,142.88,11.95,5.03,16.98
Veh_99,130.85,142.88,143.88,12.03,1.0,13.03
Veh_100,132.87,143.88,145.5,11.01,1.62,12.63
Veh_101,133.7,145.5,148.38,11.8,2.88,14.68
Veh_96,127.24,142.64,148.5,15.4,5.87,21.27
Veh_103,135.69,148.38,151.93,12.68,3.55,16.24
Veh_108,138.05,148.5,154.26,10.46,5.75,16.21
Veh_111,142.08,151.93,156.74,9.85,4.81,14.66
Veh_113,143.96,156.74,157.74,12.77,1.0,13.77
Veh_112,143.07,154.26,158.46,11.19,4.2,15.39
Veh_118,148.86,158.46,163.18,9.59,4.72,14.31
Veh_114,144.2,157.74,164.41,13.53,6.67,20.21
Veh_119,149.02,163.18,167.36,14.15,4.18,18.34
Veh_120,149.05,164.41,168.08,15.36,3.67,19.03
Veh_126,155.49,168.08,172.31,12.59,4.23,16.82
Veh_123,153.08,167.36,172.46,14.28,5.1,19.39
Veh_128,159.32,172.46,175.84,13.14,3.38,16.52
Veh_127,158.99,172.31,176.97,13.31,4.66,17.98
Veh_129,160.16,175.84,181.56,15.68,5.72,21.4
Veh_135,163.2,176.97,181.96,13.77,4.99,18.76
Veh_140,167.66,181.96,186.35,14.3,4.4,18.7
Veh_137,164.88,181.56,188.54,16.68,6.98,23.66
Veh_141,168.35,186.35,189.68,18.0,3.32,21.32
Veh_143,173.72,188.54,191.34,14.82,2.8,17.62
Veh_146,176.38,191.34,192.99,14.96,1.65,16.61
Veh_144,174.54,189.68,195.02,15.13,5.34,20.48
Veh_147,178.19,192.99,197.86,14.8,4.87,19.67
Veh_152,181.94,195.02,199.1,13.08,4.08,17.16
Veh_156,188.33,199.1,201.17,10.77,2.07,12.84
Veh_153,182.18,197.86,201.99,15.68,4.12,19.81
Veh_157,191.06,201.17,204.73,10.11,3.55,13.66
Veh_158,192.18,201.99,207.59,9.8,5.6,15.4
Veh_160,195.34,207.59,211.31,12.24,3.72,15.96
Veh_159,194.13,204.73,211.59,10.6,6.86,17.46
Veh_162,199.27,211.59,215.94,12.32,4.35,16.67
Veh_161,196.95,211.31,215.99,14.35,4.68,19.04
Veh_163,199.36,215.94,221.36,16.58,5.42,22.0
Veh_164,204.25,215.99,223.48,11.73,7.49,19.23
Veh_165,206.39,221.36,224.49,14.97,3.13,18.1
Veh_167,210.43,224.49,228.45,14.06,3.97,18.03
Veh_166,207.25,223.48,229.11,16.23,5.64,21.87
Veh_169,211.76,229.11,233.76,17.35,4.64,22.0
Veh_168,211.64,228.45,234.79,16.82,6.34,23.16
Veh_176,217.56,234.79,236.61,17.23,1.82,19.05
Veh_175,216.09,233.76,238.03,17.66,4.27,21.93
